thread,action,start,end
2,updateVehicle,1684249081819,1684249082167
2,updateVehicle,1684249082167,1684249082545
2,updateVehicle,1684249082545,1684249082918
2,updateVehicle,1684249082918,1684249083255
2,addVehicle,1684249083255,1684249083602
2,updateVehicle,1684249083602,1684249083935
2,updateVehicle,1684249083935,1684249084265
2,updateVehicle,1684249084265,1684249084685
2,addVehicle,1684249084685,1684249085046
2,updateVehicle,1684249085046,1684249085388
2,addVehicle,1684249085388,1684249085764
2,updateVehicle,1684249085764,1684249086087
2,addVehicle,1684249086087,1684249086519
2,updateVehicle,1684249086519,1684249086887
2,updateVehicle,1684249086887,1684249087261
2,updateVehicle,1684249087261,1684249087599
2,updateVehicle,1684249087599,1684249087967
2,updateVehicle,1684249087967,1684249088297
2,addVehicle,1684249088297,1684249088725
2,updateVehicle,1684249088725,1684249089057
2,updateVehicle,1684249089057,1684249089439
2,updateVehicle,1684249089439,1684249089745
2,updateVehicle,1684249089746,1684249090134
2,addVehicle,1684249090134,1684249090589
2,updateVehicle,1684249090589,1684249090928
2,updateVehicle,1684249090928,1684249091247
2,updateVehicle,1684249091247,1684249091558
2,updateVehicle,1684249091558,1684249091913
2,updateVehicle,1684249091913,1684249092238
2,updateVehicle,1684249092238,1684249092599
2,updateVehicle,1684249092599,1684249092958
2,updateVehicle,1684249092958,1684249093322
2,addVehicle,1684249093322,1684249093683
2,updateVehicle,1684249093683,1684249094071
2,updateVehicle,1684249094072,1684249094420
2,updateVehicle,1684249094420,1684249094755
2,updateVehicle,1684249094755,1684249095100
2,updateVehicle,1684249095100,1684249095423
2,updateVehicle,1684249095423,1684249095818
2,updateVehicle,1684249095818,1684249096148
2,updateVehicle,1684249096148,1684249096528
2,updateVehicle,1684249096529,1684249096902
2,addVehicle,1684249096902,1684249097228
2,updateVehicle,1684249097228,1684249097601
2,updateVehicle,1684249097601,1684249097948
2,updateVehicle,1684249097948,1684249098549
2,updateVehicle,1684249098549,1684249098937
2,addVehicle,1684249098938,1684249099313
2,updateVehicle,1684249099314,1684249099667
2,updateVehicle,1684249099667,1684249099985
2,updateVehicle,1684249099985,1684249100340
2,updateVehicle,1684249100340,1684249100664
2,updateVehicle,1684249100664,1684249101024
2,updateVehicle,1684249101024,1684249101419
2,updateVehicle,1684249101419,1684249101770
2,updateVehicle,1684249101770,1684249102150
2,addVehicle,1684249102150,1684249102490
2,updateVehicle,1684249102490,1684249102870
2,updateVehicle,1684249102870,1684249103242
2,updateVehicle,1684249103242,1684249103632
2,updateVehicle,1684249103633,1684249103971
2,updateVehicle,1684249103972,1684249104295
2,updateVehicle,1684249104295,1684249104626
2,updateVehicle,1684249104626,1684249105054
2,updateVehicle,1684249105054,1684249105412
2,addVehicle,1684249105413,1684249105771
2,updateVehicle,1684249105771,1684249106106
2,updateVehicle,1684249106106,1684249106538
2,updateVehicle,1684249106538,1684249106867
2,updateVehicle,1684249106867,1684249107208
2,addVehicle,1684249107208,1684249107583
2,updateVehicle,1684249107583,1684249107933
2,addVehicle,1684249107934,1684249108359
2,updateVehicle,1684249108359,1684249108703
2,updateVehicle,1684249108703,1684249109032
2,updateVehicle,1684249109032,1684249109395
2,updateVehicle,1684249109395,1684249109750
2,updateVehicle,1684249109750,1684249110121
2,updateVehicle,1684249110121,1684249110461
2,updateVehicle,1684249110461,1684249110787
2,updateVehicle,1684249110787,1684249111099
2,updateVehicle,1684249111099,1684249111451
2,updateVehicle,1684249111451,1684249111805
2,addVehicle,1684249111805,1684249112187
2,updateVehicle,1684249112187,1684249112526
2,updateVehicle,1684249112526,1684249112895
2,addVehicle,1684249112895,1684249113267
2,updateVehicle,1684249113267,1684249113663
2,updateVehicle,1684249113663,1684249114021
2,updateVehicle,1684249114021,1684249114387
2,updateVehicle,1684249114387,1684249114720
2,updateVehicle,1684249114721,1684249115105
2,updateVehicle,1684249115105,1684249115431
2,updateVehicle,1684249115431,1684249115763
2,updateVehicle,1684249115763,1684249116124
2,addVehicle,1684249116124,1684249116501
2,updateVehicle,1684249116501,1684249116852
2,updateVehicle,1684249116852,1684249117191
2,updateVehicle,1684249117192,1684249117546
2,updateVehicle,1684249117546,1684249117874
2,updateVehicle,1684249117875,1684249118261
2,updateVehicle,1684249118261,1684249118655
2,updateVehicle,1684249118655,1684249119001
2,updateVehicle,1684249119001,1684249119353
2,updateVehicle,1684249119354,1684249119697
2,updateVehicle,1684249119698,1684249120072
2,addVehicle,1684249120072,1684249120424
2,updateVehicle,1684249120424,1684249120759
2,updateVehicle,1684249120760,1684249121094
2,updateVehicle,1684249121094,1684249121424
2,updateVehicle,1684249121424,1684249121796
2,updateVehicle,1684249121796,1684249122165
2,updateVehicle,1684249122165,1684249122526
2,addVehicle,1684249122526,1684249122913
2,updateVehicle,1684249122914,1684249123257
2,updateVehicle,1684249123257,1684249123601
2,updateVehicle,1684249123601,1684249124009
2,updateVehicle,1684249124010,1684249124332
2,updateVehicle,1684249124332,1684249124673
2,updateVehicle,1684249124673,1684249125007
2,updateVehicle,1684249125007,1684249125340
2,updateVehicle,1684249125340,1684249125769
2,updateVehicle,1684249125769,1684249126115
2,addVehicle,1684249126115,1684249126470
2,updateVehicle,1684249126470,1684249126790
2,addVehicle,1684249126790,1684249127225
2,updateVehicle,1684249127225,1684249127529
2,updateVehicle,1684249127529,1684249127866
2,updateVehicle,1684249127867,1684249128223
2,updateVehicle,1684249128223,1684249128600
2,addVehicle,1684249128600,1684249129273
2,updateVehicle,1684249129273,1684249129635
2,updateVehicle,1684249129635,1684249129944
2,updateVehicle,1684249129944,1684249130341
2,updateVehicle,1684249130341,1684249130697
2,updateVehicle,1684249130697,1684249131060
2,updateVehicle,1684249131060,1684249131401
2,addVehicle,1684249131401,1684249131720
2,updateVehicle,1684249131720,1684249132063
2,updateVehicle,1684249132063,1684249132341
2,updateVehicle,1684249132341,1684249132660
2,updateVehicle,1684249132660,1684249133021
2,addVehicle,1684249133021,1684249133369
2,updateVehicle,1684249133369,1684249133728
2,updateVehicle,1684249133728,1684249134094
2,updateVehicle,1684249134094,1684249134438
2,addVehicle,1684249134438,1684249134812
2,updateVehicle,1684249134813,1684249135145
2,updateVehicle,1684249135145,1684249135470
2,updateVehicle,1684249135470,1684249135813
2,updateVehicle,1684249135813,1684249136187
2,updateVehicle,1684249136187,1684249136561
2,updateVehicle,1684249136562,1684249136909
2,updateVehicle,1684249136909,1684249137264
2,updateVehicle,1684249137264,1684249137593
2,updateVehicle,1684249137594,1684249137956
2,addVehicle,1684249137956,1684249138379
2,updateVehicle,1684249138379,1684249138790
2,updateVehicle,1684249138790,1684249139193
2,updateVehicle,1684249139193,1684249139506
2,addVehicle,1684249139506,1684249139876
2,updateVehicle,1684249139877,1684249140222
2,updateVehicle,1684249140222,1684249140581
2,updateVehicle,1684249140581,1684249140904
2,updateVehicle,1684249140904,1684249141251
2,updateVehicle,1684249141251,1684249141580
2,updateVehicle,1684249141581,1684249141920
2,updateVehicle,1684249141920,1684249142334
2,updateVehicle,1684249142334,1684249142689
2,addVehicle,1684249142689,1684249143057
2,updateVehicle,1684249143057,1684249143386
2,updateVehicle,1684249143386,1684249143834
2,addVehicle,1684249143834,1684249144152
2,updateVehicle,1684249144152,1684249144467
2,updateVehicle,1684249144467,1684249144796
2,updateVehicle,1684249144796,1684249145137
2,updateVehicle,1684249145137,1684249145492
2,addVehicle,1684249145492,1684249145927
2,updateVehicle,1684249145927,1684249146270
2,updateVehicle,1684249146270,1684249146647
2,updateVehicle,1684249146647,1684249146962
2,updateVehicle,1684249146962,1684249147300
2,updateVehicle,1684249147300,1684249147651
2,updateVehicle,1684249147651,1684249148052
2,updateVehicle,1684249148052,1684249148401
2,updateVehicle,1684249148402,1684249148732
2,updateVehicle,1684249148732,1684249149086
2,updateVehicle,1684249149086,1684249149410
2,addVehicle,1684249149410,1684249149810
2,updateVehicle,1684249149810,1684249150235
2,updateVehicle,1684249150235,1684249150703
2,updateVehicle,1684249150703,1684249151036
2,updateVehicle,1684249151036,1684249151416
2,updateVehicle,1684249151416,1684249151771
2,addVehicle,1684249151771,1684249152171
2,updateVehicle,1684249152171,1684249152488
2,updateVehicle,1684249152489,1684249152813
2,updateVehicle,1684249152813,1684249153212
2,updateVehicle,1684249153212,1684249153561
2,updateVehicle,1684249153561,1684249153894
2,updateVehicle,1684249153894,1684249154226
2,updateVehicle,1684249154226,1684249154596
2,updateVehicle,1684249154596,1684249154937
2,addVehicle,1684249154937,1684249155308
2,updateVehicle,1684249155308,1684249155684
2,updateVehicle,1684249155684,1684249156012
2,updateVehicle,1684249156012,1684249156354
2,updateVehicle,1684249156354,1684249156754
2,updateVehicle,1684249156754,1684249157086
2,updateVehicle,1684249157086,1684249157427
2,updateVehicle,1684249157427,1684249157748
2,updateVehicle,1684249157748,1684249158136
2,addVehicle,1684249158136,1684249158490
2,updateVehicle,1684249158490,1684249158847
2,updateVehicle,1684249158847,1684249159166
2,updateVehicle,1684249159167,1684249159531
2,updateVehicle,1684249159531,1684249159906
2,updateVehicle,1684249159907,1684249160290
2,updateVehicle,1684249160291,1684249160615
2,addVehicle,1684249160615,1684249160965
2,updateVehicle,1684249160965,1684249161305
2,addVehicle,1684249161305,1684249161715
2,updateVehicle,1684249161715,1684249162063
2,updateVehicle,1684249162063,1684249162391
2,updateVehicle,1684249162391,1684249162758
2,updateVehicle,1684249162758,1684249163052
2,updateVehicle,1684249163052,1684249163454
2,updateVehicle,1684249163454,1684249163782
2,addVehicle,1684249163782,1684249164131
2,updateVehicle,1684249164132,1684249164473
2,updateVehicle,1684249164473,1684249164835
2,updateVehicle,1684249164835,1684249165162
2,updateVehicle,1684249165162,1684249165495
2,updateVehicle,1684249165495,1684249165833
2,updateVehicle,1684249165833,1684249166258
2,updateVehicle,1684249166258,1684249166634
2,updateVehicle,1684249166634,1684249167093
2,updateVehicle,1684249167093,1684249167397
2,updateVehicle,1684249167398,1684249167714
2,addVehicle,1684249167714,1684249168065
2,updateVehicle,1684249168065,1684249168483
2,updateVehicle,1684249168483,1684249168823
2,addVehicle,1684249168823,1684249169182
2,updateVehicle,1684249169182,1684249169524
2,updateVehicle,1684249169524,1684249170191
2,updateVehicle,1684249170191,1684249170561
2,updateVehicle,1684249170561,1684249170965
2,updateVehicle,1684249170965,1684249171299
2,updateVehicle,1684249171299,1684249171657
2,updateVehicle,1684249171657,1684249172025
2,addVehicle,1684249172025,1684249172342
2,updateVehicle,1684249172342,1684249172706
2,addVehicle,1684249172706,1684249173078
2,updateVehicle,1684249173078,1684249173474
2,updateVehicle,1684249173474,1684249173845
2,updateVehicle,1684249173845,1684249174211
2,updateVehicle,1684249174211,1684249174541
2,updateVehicle,1684249174542,1684249174937
2,updateVehicle,1684249174937,1684249175282
2,addVehicle,1684249175282,1684249175628
2,updateVehicle,1684249175629,1684249175983
2,updateVehicle,1684249175983,1684249176397
2,updateVehicle,1684249176397,1684249176759
2,updateVehicle,1684249176760,1684249177124
2,updateVehicle,1684249177124,1684249177459
2,updateVehicle,1684249177459,1684249177843
2,updateVehicle,1684249177843,1684249178220
2,updateVehicle,1684249178220,1684249178579
2,updateVehicle,1684249178579,1684249178884
2,updateVehicle,1684249178884,1684249179179
2,addVehicle,1684249179179,1684249179581
2,updateVehicle,1684249179582,1684249179937
2,updateVehicle,1684249179937,1684249180360
2,updateVehicle,1684249180360,1684249180712
2,addVehicle,1684249180712,1684249181069
2,updateVehicle,1684249181070,1684249181450
2,updateVehicle,1684249181450,1684249181811
2,updateVehicle,1684249181811,1684249182168
2,updateVehicle,1684249182168,1684249182543
2,updateVehicle,1684249182543,1684249182835
2,addVehicle,1684249182835,1684249183254
2,updateVehicle,1684249183254,1684249183617
2,updateVehicle,1684249183617,1684249184033
2,addVehicle,1684249184033,1684249184445
2,updateVehicle,1684249184445,1684249184785
2,updateVehicle,1684249184785,1684249185094
2,updateVehicle,1684249185094,1684249185403
2,updateVehicle,1684249185403,1684249185763
2,updateVehicle,1684249185763,1684249186143
2,updateVehicle,1684249186143,1684249186541
2,updateVehicle,1684249186541,1684249186852
2,updateVehicle,1684249186852,1684249187235
2,updateVehicle,1684249187235,1684249187624
2,updateVehicle,1684249187625,1684249188031
2,addVehicle,1684249188032,1684249188347
2,updateVehicle,1684249188347,1684249188732
2,updateVehicle,1684249188732,1684249189083
2,updateVehicle,1684249189083,1684249189473
2,updateVehicle,1684249189473,1684249189840
2,updateVehicle,1684249189840,1684249190160
2,updateVehicle,1684249190160,1684249190484
2,updateVehicle,1684249190484,1684249190860
2,updateVehicle,1684249190860,1684249191215
2,updateVehicle,1684249191215,1684249191589
2,updateVehicle,1684249191589,1684249191991
2,addVehicle,1684249191991,1684249192414
2,updateVehicle,1684249192415,1684249192750
2,updateVehicle,1684249192750,1684249193079
2,updateVehicle,1684249193080,1684249193427
2,addVehicle,1684249193427,1684249193773
2,updateVehicle,1684249193773,1684249194112
2,updateVehicle,1684249194112,1684249194554
2,updateVehicle,1684249194554,1684249194855
2,updateVehicle,1684249194855,1684249195280
2,updateVehicle,1684249195280,1684249195657
2,updateVehicle,1684249195657,1684249195975
2,updateVehicle,1684249195976,1684249196280
2,updateVehicle,1684249196280,1684249196596
2,updateVehicle,1684249196596,1684249196972
2,updateVehicle,1684249196972,1684249197384
2,addVehicle,1684249197384,1684249197739
2,updateVehicle,1684249197739,1684249198043
2,updateVehicle,1684249198043,1684249198472
2,updateVehicle,1684249198472,1684249198760
2,updateVehicle,1684249198761,1684249199170
2,updateVehicle,1684249199170,1684249199510
2,updateVehicle,1684249199510,1684249199941
2,updateVehicle,1684249199941,1684249200362
2,updateVehicle,1684249200362,1684249200772
2,addVehicle,1684249200772,1684249201131
2,updateVehicle,1684249201132,1684249201511
2,updateVehicle,1684249201511,1684249201885
2,updateVehicle,1684249201885,1684249202220
2,updateVehicle,1684249202220,1684249202621
2,updateVehicle,1684249202621,1684249202951
2,addVehicle,1684249202951,1684249203319
2,updateVehicle,1684249203319,1684249203632
2,updateVehicle,1684249203632,1684249203989
2,updateVehicle,1684249203989,1684249204376
2,updateVehicle,1684249204376,1684249204702
2,updateVehicle,1684249204702,1684249205067
2,updateVehicle,1684249205067,1684249205390
2,updateVehicle,1684249205390,1684249205729
2,updateVehicle,1684249205730,1684249206136
2,updateVehicle,1684249206136,1684249206491
2,updateVehicle,1684249206491,1684249206831
2,addVehicle,1684249206831,1684249207498
2,updateVehicle,1684249207499,1684249207824
2,updateVehicle,1684249207824,1684249208230
2,updateVehicle,1684249208230,1684249208619
2,updateVehicle,1684249208619,1684249208951
2,updateVehicle,1684249208952,1684249209291
2,updateVehicle,1684249209291,1684249209624
2,updateVehicle,1684249209624,1684249210041
2,addVehicle,1684249210041,1684249210468
2,updateVehicle,1684249210468,1684249210777
2,updateVehicle,1684249210777,1684249211086
2,updateVehicle,1684249211086,1684249211468
2,updateVehicle,1684249211468,1684249211828
2,updateVehicle,1684249211828,1684249212270
2,updateVehicle,1684249212270,1684249212629
2,addVehicle,1684249212629,1684249212951
2,updateVehicle,1684249212951,1684249213263
2,updateVehicle,1684249213263,1684249213658
2,updateVehicle,1684249213659,1684249213979
2,updateVehicle,1684249213979,1684249214382
2,updateVehicle,1684249214382,1684249214759
2,updateVehicle,1684249214759,1684249215048
2,updateVehicle,1684249215048,1684249215396
2,updateVehicle,1684249215396,1684249215786
2,updateVehicle,1684249215786,1684249216128
0,addVehicle,1684248637571,1684248639977
0,updateVehicle,1684248639978,1684248640415
0,updateVehicle,1684248640415,1684248641064
0,updateVehicle,1684248641064,1684248641455
0,updateVehicle,1684248641455,1684248641796
0,updateVehicle,1684248641796,1684248642143
0,updateVehicle,1684248642143,1684248642478
0,updateVehicle,1684248642478,1684248642918
0,updateVehicle,1684248642918,1684248643276
0,updateVehicle,1684248643277,1684248643614
0,updateVehicle,1684248643615,1684248643959
0,addVehicle,1684248643959,1684248644331
0,updateVehicle,1684248644332,1684248644731
0,updateVehicle,1684248644731,1684248645076
0,updateVehicle,1684248645076,1684248645414
0,addVehicle,1684248645414,1684248645805
0,updateVehicle,1684248645805,1684248646185
0,updateVehicle,1684248646185,1684248646533
0,updateVehicle,1684248646533,1684248646895
0,addVehicle,1684248646895,1684248647254
0,updateVehicle,1684248647254,1684248647585
0,updateVehicle,1684248647585,1684248647978
0,updateVehicle,1684248647978,1684248648287
0,updateVehicle,1684248648287,1684248648636
0,updateVehicle,1684248648636,1684248649014
0,updateVehicle,1684248649014,1684248649339
0,updateVehicle,1684248649339,1684248649739
0,updateVehicle,1684248649739,1684248650107
0,updateVehicle,1684248650107,1684248650444
0,addVehicle,1684248650444,1684248650834
0,updateVehicle,1684248650834,1684248651172
0,updateVehicle,1684248651173,1684248651503
0,updateVehicle,1684248651503,1684248651856
0,updateVehicle,1684248651856,1684248652370
0,updateVehicle,1684248652370,1684248652690
0,updateVehicle,1684248652690,1684248653033
0,updateVehicle,1684248653033,1684248653417
0,updateVehicle,1684248653417,1684248653757
0,updateVehicle,1684248653757,1684248654131
0,updateVehicle,1684248654131,1684248654492
0,addVehicle,1684248654492,1684248654881
0,updateVehicle,1684248654881,1684248655267
0,updateVehicle,1684248655267,1684248655601
0,updateVehicle,1684248655602,1684248655924
0,updateVehicle,1684248655924,1684248656265
0,updateVehicle,1684248656265,1684248656645
0,updateVehicle,1684248656645,1684248656991
0,addVehicle,1684248656991,1684248657340
0,updateVehicle,1684248657340,1684248657652
0,updateVehicle,1684248657652,1684248657990
0,updateVehicle,1684248657990,1684248658447
0,addVehicle,1684248658447,1684248658814
0,updateVehicle,1684248658814,1684248659229
0,updateVehicle,1684248659229,1684248659668
0,addVehicle,1684248659668,1684248659993
0,updateVehicle,1684248659993,1684248660347
0,updateVehicle,1684248660348,1684248660673
0,updateVehicle,1684248660673,1684248660990
0,updateVehicle,1684248660990,1684248661322
0,updateVehicle,1684248661322,1684248661735
0,updateVehicle,1684248661735,1684248662078
0,updateVehicle,1684248662079,1684248662429
0,updateVehicle,1684248662429,1684248662785
0,updateVehicle,1684248662785,1684248663117
0,updateVehicle,1684248663118,1684248663498
0,addVehicle,1684248663498,1684248663909
0,updateVehicle,1684248663909,1684248664338
0,updateVehicle,1684248664338,1684248664676
0,updateVehicle,1684248664676,1684248665002
0,updateVehicle,1684248665002,1684248665390
0,updateVehicle,1684248665390,1684248665739
0,addVehicle,1684248665740,1684248666115
0,updateVehicle,1684248666115,1684248666461
0,addVehicle,1684248666461,1684248666834
0,updateVehicle,1684248666835,1684248667213
0,updateVehicle,1684248667213,1684248667585
0,updateVehicle,1684248667585,1684248667905
0,updateVehicle,1684248667905,1684248668235
0,updateVehicle,1684248668236,1684248668557
0,updateVehicle,1684248668557,1684248668917
0,updateVehicle,1684248668917,1684248669309
0,updateVehicle,1684248669309,1684248669613
0,updateVehicle,1684248669613,1684248669929
0,updateVehicle,1684248669929,1684248670279
0,addVehicle,1684248670279,1684248670673
0,updateVehicle,1684248670673,1684248671055
0,updateVehicle,1684248671055,1684248671418
0,updateVehicle,1684248671418,1684248671769
0,updateVehicle,1684248671769,1684248672085
0,updateVehicle,1684248672085,1684248672403
0,addVehicle,1684248672403,1684248672796
0,updateVehicle,1684248672796,1684248673150
0,updateVehicle,1684248673150,1684248673501
0,updateVehicle,1684248673501,1684248673848
0,addVehicle,1684248673848,1684248674205
0,updateVehicle,1684248674205,1684248674597
0,updateVehicle,1684248674597,1684248674909
0,updateVehicle,1684248674910,1684248675240
0,updateVehicle,1684248675240,1684248675588
0,addVehicle,1684248675588,1684248675927
0,updateVehicle,1684248675928,1684248676292
0,addVehicle,1684248676292,1684248676626
0,updateVehicle,1684248676626,1684248676957
0,updateVehicle,1684248676957,1684248677295
0,updateVehicle,1684248677295,1684248677660
0,addVehicle,1684248677660,1684248678042
0,updateVehicle,1684248678042,1684248678367
0,updateVehicle,1684248678367,1684248678719
0,updateVehicle,1684248678719,1684248679117
0,updateVehicle,1684248679118,1684248679423
0,updateVehicle,1684248679423,1684248679832
0,updateVehicle,1684248679832,1684248680155
0,updateVehicle,1684248680155,1684248680488
0,updateVehicle,1684248680488,1684248680811
0,updateVehicle,1684248680811,1684248681199
0,updateVehicle,1684248681199,1684248681584
0,addVehicle,1684248681584,1684248681938
0,updateVehicle,1684248681938,1684248682279
0,updateVehicle,1684248682279,1684248682642
0,updateVehicle,1684248682642,1684248683020
0,updateVehicle,1684248683020,1684248683341
0,addVehicle,1684248683341,1684248683726
0,updateVehicle,1684248683727,1684248684062
0,updateVehicle,1684248684062,1684248684416
0,updateVehicle,1684248684416,1684248684817
0,updateVehicle,1684248684817,1684248685153
0,updateVehicle,1684248685153,1684248685449
0,updateVehicle,1684248685449,1684248685802
0,updateVehicle,1684248685802,1684248686169
0,addVehicle,1684248686169,1684248686570
0,updateVehicle,1684248686570,1684248686860
0,updateVehicle,1684248686860,1684248687204
0,updateVehicle,1684248687204,1684248687513
0,updateVehicle,1684248687514,1684248687856
0,updateVehicle,1684248687856,1684248688241
0,updateVehicle,1684248688241,1684248688596
0,updateVehicle,1684248688597,1684248688925
0,updateVehicle,1684248688925,1684248689277
0,updateVehicle,1684248689277,1684248689598
0,updateVehicle,1684248689598,1684248689973
0,addVehicle,1684248689973,1684248690323
0,updateVehicle,1684248690323,1684248690657
0,updateVehicle,1684248690657,1684248691001
0,updateVehicle,1684248691001,1684248691316
0,updateVehicle,1684248691316,1684248691736
0,updateVehicle,1684248691736,1684248692081
0,updateVehicle,1684248692081,1684248692411
0,updateVehicle,1684248692411,1684248692738
0,updateVehicle,1684248692738,1684248693046
0,updateVehicle,1684248693046,1684248693429
0,addVehicle,1684248693429,1684248693775
0,updateVehicle,1684248693775,1684248694116
0,updateVehicle,1684248694116,1684248694451
0,updateVehicle,1684248694451,1684248694807
0,updateVehicle,1684248694807,1684248695180
0,updateVehicle,1684248695180,1684248695608
0,updateVehicle,1684248695608,1684248695970
0,updateVehicle,1684248695970,1684248696267
0,updateVehicle,1684248696267,1684248696599
0,addVehicle,1684248696599,1684248696998
0,updateVehicle,1684248696998,1684248697347
0,updateVehicle,1684248697347,1684248697683
0,updateVehicle,1684248697683,1684248697989
0,updateVehicle,1684248697989,1684248698312
0,updateVehicle,1684248698313,1684248698695
0,updateVehicle,1684248698695,1684248699099
0,addVehicle,1684248699099,1684248699467
0,updateVehicle,1684248699467,1684248699802
0,updateVehicle,1684248699802,1684248700140
0,updateVehicle,1684248700140,1684248700482
0,updateVehicle,1684248700482,1684248700790
0,addVehicle,1684248700790,1684248701357
0,updateVehicle,1684248701357,1684248701676
0,updateVehicle,1684248701676,1684248702029
0,updateVehicle,1684248702029,1684248702410
0,updateVehicle,1684248702410,1684248702742
0,updateVehicle,1684248702743,1684248703066
0,updateVehicle,1684248703066,1684248703400
0,addVehicle,1684248703400,1684248703736
0,updateVehicle,1684248703736,1684248704112
0,updateVehicle,1684248704112,1684248704468
0,updateVehicle,1684248704468,1684248704793
0,updateVehicle,1684248704793,1684248705111
0,updateVehicle,1684248705111,1684248705441
0,updateVehicle,1684248705441,1684248705835
0,addVehicle,1684248705835,1684248706194
0,updateVehicle,1684248706194,1684248706548
0,updateVehicle,1684248706548,1684248706889
0,updateVehicle,1684248706889,1684248707261
0,updateVehicle,1684248707261,1684248707641
0,updateVehicle,1684248707641,1684248708014
0,updateVehicle,1684248708014,1684248708352
0,updateVehicle,1684248708353,1684248708653
0,updateVehicle,1684248708653,1684248708980
0,updateVehicle,1684248708980,1684248709315
0,addVehicle,1684248709315,1684248709709
0,updateVehicle,1684248709709,1684248710074
0,updateVehicle,1684248710074,1684248710403
0,updateVehicle,1684248710403,1684248710782
0,updateVehicle,1684248710782,1684248711102
0,updateVehicle,1684248711102,1684248711468
0,updateVehicle,1684248711468,1684248711803
0,updateVehicle,1684248711804,1684248712131
0,addVehicle,1684248712132,1684248712452
0,updateVehicle,1684248712452,1684248712826
0,updateVehicle,1684248712826,1684248713127
0,addVehicle,1684248713127,1684248713534
0,updateVehicle,1684248713534,1684248713869
0,updateVehicle,1684248713869,1684248714213
0,updateVehicle,1684248714213,1684248714555
0,updateVehicle,1684248714556,1684248714910
0,addVehicle,1684248714910,1684248715264
0,updateVehicle,1684248715265,1684248715559
0,updateVehicle,1684248715559,1684248715845
0,addVehicle,1684248715845,1684248716236
0,updateVehicle,1684248716236,1684248716525
0,updateVehicle,1684248716525,1684248716908
0,updateVehicle,1684248716908,1684248717234
0,updateVehicle,1684248717234,1684248717631
0,updateVehicle,1684248717632,1684248717942
0,updateVehicle,1684248717942,1684248718333
0,updateVehicle,1684248718333,1684248718678
0,updateVehicle,1684248718678,1684248719022
0,updateVehicle,1684248719022,1684248719353
0,updateVehicle,1684248719353,1684248719696
0,addVehicle,1684248719696,1684248720194
0,updateVehicle,1684248720194,1684248720575
0,updateVehicle,1684248720575,1684248720939
0,updateVehicle,1684248720939,1684248721246
0,updateVehicle,1684248721247,1684248721517
0,addVehicle,1684248721517,1684248721915
0,updateVehicle,1684248721915,1684248722257
0,updateVehicle,1684248722257,1684248722638
0,addVehicle,1684248722638,1684248722993
0,updateVehicle,1684248722993,1684248723374
0,updateVehicle,1684248723374,1684248723774
0,updateVehicle,1684248723774,1684248724115
0,addVehicle,1684248724115,1684248724503
0,updateVehicle,1684248724503,1684248724774
0,updateVehicle,1684248724775,1684248725140
0,updateVehicle,1684248725140,1684248725523
0,updateVehicle,1684248725523,1684248725892
0,updateVehicle,1684248725892,1684248726239
0,updateVehicle,1684248726239,1684248726532
0,updateVehicle,1684248726532,1684248726844
0,updateVehicle,1684248726844,1684248727185
0,updateVehicle,1684248727185,1684248727515
0,updateVehicle,1684248727515,1684248727844
0,addVehicle,1684248727844,1684248728192
0,updateVehicle,1684248728192,1684248728555
0,updateVehicle,1684248728555,1684248728923
0,updateVehicle,1684248728923,1684248729270
0,updateVehicle,1684248729270,1684248729592
0,addVehicle,1684248729592,1684248729922
0,updateVehicle,1684248729922,1684248730276
0,updateVehicle,1684248730276,1684248730691
0,updateVehicle,1684248730691,1684248731016
0,updateVehicle,1684248731016,1684248731371
0,addVehicle,1684248731371,1684248731734
0,updateVehicle,1684248731734,1684248732089
0,updateVehicle,1684248732089,1684248732418
0,updateVehicle,1684248732418,1684248732759
0,updateVehicle,1684248732759,1684248733086
0,updateVehicle,1684248733086,1684248733424
0,updateVehicle,1684248733424,1684248733759
0,addVehicle,1684248733759,1684248734160
0,updateVehicle,1684248734160,1684248734540
0,updateVehicle,1684248734540,1684248735074
0,updateVehicle,1684248735074,1684248735410
0,updateVehicle,1684248735410,1684248735741
0,updateVehicle,1684248735741,1684248736131
0,updateVehicle,1684248736131,1684248736468
0,updateVehicle,1684248736468,1684248736818
0,updateVehicle,1684248736818,1684248737175
0,updateVehicle,1684248737175,1684248737484
0,updateVehicle,1684248737484,1684248737850
0,addVehicle,1684248737850,1684248738240
0,updateVehicle,1684248738240,1684248738578
0,updateVehicle,1684248738578,1684248738930
0,updateVehicle,1684248738930,1684248739321
0,updateVehicle,1684248739321,1684248739659
0,updateVehicle,1684248739659,1684248740005
0,updateVehicle,1684248740005,1684248740316
0,updateVehicle,1684248740316,1684248740605
0,updateVehicle,1684248740605,1684248741024
0,updateVehicle,1684248741025,1684248741386
0,updateVehicle,1684248741386,1684248741736
0,addVehicle,1684248741736,1684248742032
0,updateVehicle,1684248742032,1684248742402
0,updateVehicle,1684248742402,1684248742769
0,updateVehicle,1684248742769,1684248743127
0,updateVehicle,1684248743127,1684248743466
0,addVehicle,1684248743466,1684248743806
0,updateVehicle,1684248743806,1684248744184
0,updateVehicle,1684248744184,1684248744615
0,updateVehicle,1684248744615,1684248744976
0,updateVehicle,1684248744976,1684248745330
0,updateVehicle,1684248745330,1684248745709
0,updateVehicle,1684248745709,1684248746072
